AT,BG,CZ,DE,ES,FR,GR,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,SE,SK,CH,IT,RS,BA,time,GB,HR,LU,MK
488.0,9,57.04,29.6125,1305.0,3791.0,42.0,1641.43,8286.34,2972.13,3800.57,5668.68,0.0,8.6,133.0,9444.0,7.05,401.48,400.0,0.0,148.64,22/01/2018 22:00,0.0,29.6125,0.0,57.04
382.3,9,48.69,29.3775,1584.0,3380.0,27.0,1499.56,8203.94,2887.95,3753.81,5714.48,0.0,7.1,240.0,8048.0,7.53,401.0,253.0,45.0,147.08,22/01/2018 23:00,0.0,29.3775,0.0,48.69
351.7,9,47.25,29.715,976.0,2438.0,27.0,1441.29,8215.75,2778.6,3737.39,5229.87,0.0,4.5,260.0,7615.0,3.72,316.15,94.0,45.0,103.66,23/01/2018 00:00,0.0,29.715,0.0,47.25
306.0,9,148.42,29.09,691.0,2544.0,27.0,1416.89,8109.82,2740.03,3722.45,4875.76,0.0,4.4,272.0,7421.0,0.0,297.4,57.0,0.0,110.48,23/01/2018 01:00,0.0,29.09,0.0,148.42
292.9,9,91.69,30.1275,678.0,2492.0,27.0,1392.16,8074.87,2714.22,3698.63,4620.43,0.0,4.5,278.0,7482.0,0.0,328.05,59.0,0.0,98.62,23/01/2018 02:00,0.0,30.1275,0.0,91.69
336.4,9,158.12,30.7275,753.0,2790.0,27.0,1405.56,8142.99,2742.59,3692.69,4942.45,0.0,4.5,223.0,8215.0,0.035,360.48,180.0,0.0,105.25,23/01/2018 03:00,0.0,30.7275,0.0,158.12
383.1,9,258.56,32.2225,821.0,3154.0,61.0,1554.25,8276.82,2853.7,3730.19,5357.99,0.0,4.5,343.0,8974.0,0.0,425.13,252.0,0.0,118.22,23/01/2018 04:00,0.0,32.2225,0.0,258.56
919.3,137,271.78,64.475,1253.0,4120.0,300.0,1655.89,8727.36,3117.64,3849.64,6075.04,0.0,4.5,429.0,10960.0,0.0,997.55,643.0,0.0,201.84,23/01/2018 05:00,0.0,64.475,0.0,271.78
1608.4,281,375.14,81.68,2352.0,5005.0,395.0,1703.61,8950.01,3323.42,3973.1,6246.86,0.0,82.7,629.0,12440.0,9.52,2203.68,1232.0,88.0,302.72,23/01/2018 06:00,0.0,81.68,0.0,375.14
1724.6,232,511.99,91.9,3680.0,4920.0,472.0,1695.48,8912.9,3311.59,3936.73,6160.53,0.0,138.7,651.0,12573.0,93.37,2665.3,1758.0,214.0,496.53,23/01/2018 07:00,0.0,91.9,0.0,511.99
1400.7,172,508.15,79.1625,4781.0,4529.0,314.0,1746.68,8993.38,3338.71,3947.44,6245.63,50.08,147.3,674.0,12456.0,62.82,2585.73,1524.0,210.0,494.07,23/01/2018 08:00,50.08,79.1625,10.016,508.15
1413.6,33,521.91,83.9575,4812.0,4106.0,268.0,1697.25,8933.73,3286.39,3874.04,6174.89,57.21,191.5,859.0,12359.0,49.37,1851.4,754.0,188.0,305.56,23/01/2018 09:00,57.21,83.9575,11.442,521.91
1437.0,9,474.06,83.035,4538.0,4063.0,114.0,1604.66,8730.28,3284.59,4022.72,5940.56,57.19,193.4,729.0,12213.0,3.57,1711.75,678.0,214.0,304.12,23/01/2018 10:00,57.19,83.035,11.438,474.06
857.7,9,296.51,66.03,4129.0,3798.0,131.0,1614.32,8869.42,3345.58,4132.43,5993.62,7.15,197.5,637.0,12110.0,18.85,880.08,518.0,217.0,310.14,23/01/2018 11:00,7.15,66.03,1.43,296.51
944.7,9,174.04,54.0875,3809.0,3300.0,106.0,1578.16,8811.78,3302.09,4122.35,5947.51,0.0,179.4,567.0,11889.0,18.81,728.63,528.0,192.0,309.04,23/01/2018 12:00,0.0,54.0875,0.0,174.04
668.0,15,183.89,55.2075,2834.0,3049.0,96.0,1487.94,8676.72,3280.86,4117.19,5829.27,0.0,147.6,534.0,11859.0,6.76,1194.38,612.0,191.0,305.52,23/01/2018 13:00,0.0,55.2075,0.0,183.89
630.1,275,183.31,64.0875,2259.0,2977.0,182.0,1444.87,8508.63,3221.08,4041.96,5675.74,0.0,146.0,540.0,11777.0,11.01,1368.35,843.0,200.0,320.6,23/01/2018 14:00,0.0,64.0875,0.0,183.31
621.4,582,264.61,50.4575,2455.0,2880.0,415.0,1623.21,8862.58,3184.33,4081.15,5952.74,50.05,146.0,568.0,11792.0,3.97,1352.0,1142.0,231.0,318.72,23/01/2018 15:00,50.05,50.4575,10.01,264.61
741.4,673,265.15,119.2025,2529.0,3241.0,1058.0,1683.51,8489.23,3234.44,4003.46,5953.79,57.18,144.2,659.0,11506.0,40.51,2306.65,1406.0,203.0,371.55,23/01/2018 16:00,57.18,119.2025,11.436,265.15
815.3,656,171.33,120.4125,4189.0,3895.0,994.0,1514.42,8372.3,3043.32,3961.4,5742.62,7.15,164.8,681.0,10998.0,89.58,1714.35,1660.0,203.0,375.63,23/01/2018 17:00,7.15,120.4125,1.43,171.33
1079.4,558,167.29,72.1275,5792.0,3234.0,689.0,1384.71,8255.97,2955.35,3939.41,5105.65,0.0,201.9,603.0,10243.0,90.5,1609.15,1813.0,197.0,372.86,23/01/2018 18:00,0.0,72.1275,0.0,167.29
503.4,406,167.18,44.725,6709.0,3002.0,354.0,1318.84,7989.31,2730.52,3838.12,4510.08,0.0,201.1,528.0,8984.0,8.29,1426.4,868.0,75.0,304.79,23/01/2018 19:00,0.0,44.725,0.0,167.18
428.0,289,226.54,38.265,6599.0,2886.0,117.0,1174.32,7433.6,2447.72,3443.56,4118.51,0.0,200.7,333.0,7925.0,5.05,950.1,489.0,15.0,308.63,23/01/2018 20:00,0.0,38.265,0.0,226.54
330.1,175,254.85,40.9725,5182.0,2997.0,138.0,1159.4,6468.2,2143.41,2933.48,3623.55,0.0,146.8,213.0,7075.0,0.0,712.48,447.0,10.0,308.81,23/01/2018 21:00,0.0,40.9725,0.0,254.85
242.7,9,133.33,43.865,4162.0,3534.0,140.0,1056.28,5755.9,2000.24,2532.4,3407.63,0.0,136.6,242.0,6490.0,0.0,545.13,334.0,88.5,176.5,23/01/2018 22:00,0.0,43.865,0.0,133.33
189.0,9,100.02,39.57,3651.0,2676.0,0.0,947.86,4975.9,1922.77,2125.5,2705.25,0.0,117.4,300.0,5696.0,0.0,407.6,132.0,0.0,172.61,23/01/2018 23:00,0.0,39.57,0.0,100.02
215.8,9,44.51,47.8425,2446.0,2288.0,0.0,916.87,4687.57,1848.53,2047.5,2481.48,0.0,66.2,330.0,5417.0,0.005,380.08,62.0,0.0,106.76,24/01/2018 00:00,0.0,47.8425,0.0,44.51
237.4,9,42.03,47.225,1368.0,2155.0,0.0,907.74,4196.82,1785.88,2041.4,2391.26,0.0,40.6,293.0,5315.0,0.0,376.88,55.0,0.0,101.65,24/01/2018 01:00,0.0,47.225,0.0,42.03
197.4,9,41.48,42.905,1019.0,2074.0,0.0,902.05,3991.13,1730.61,2020.34,2242.83,0.0,8.3,235.0,5318.0,0.0,294.9,55.0,0.0,109.7,24/01/2018 02:00,0.0,42.905,0.0,41.48
236.7,9,41.04,48.14,776.0,2294.0,0.0,908.51,4184.15,1743.14,2028.9,2364.67,0.0,7.9,169.0,5781.0,0.0,300.13,171.0,0.0,110.21,24/01/2018 03:00,0.0,48.14,0.0,41.04
250.5,24,137.7,72.3075,847.0,2285.0,31.0,904.65,5318.23,1738.87,2206.75,2853.01,0.0,6.6,161.0,6309.0,0.0,393.58,225.0,0.0,120.22,24/01/2018 04:00,0.0,72.3075,0.0,137.7
302.3,280,221.16,39.9675,1282.0,2682.0,401.0,1040.58,6662.56,2231.51,3128.74,3669.89,0.0,37.8,205.0,8047.0,0.0,1246.25,594.0,0.0,198.26,24/01/2018 05:00,0.0,39.9675,0.0,221.16
467.4,307,292.09,67.21,1958.0,3567.0,817.0,1214.62,8292.32,2762.75,3834.29,4782.72,0.0,82.8,243.0,10432.0,3.97,1710.08,715.0,0.0,263.43,24/01/2018 06:00,0.0,67.21,0.0,292.09
562.9,270,346.23,75.445,2655.0,3632.0,822.0,1236.49,8240.33,2695.1,3737.89,5377.95,0.0,92.7,310.0,10846.0,89.46,1731.73,1358.0,121.0,298.26,24/01/2018 07:00,0.0,75.445,0.0,346.23
487.3,158,329.05,57.3875,3045.0,3618.0,668.0,1212.17,8200.73,2683.37,3778.9,5147.88,0.0,167.4,427.0,10569.0,90.4,1503.53,1083.0,115.0,278.73,24/01/2018 08:00,0.0,57.3875,0.0,329.05
507.9,9,359.42,47.2875,2716.0,3076.0,345.0,1089.68,8005.56,2470.78,3765.12,4652.01,50.08,250.3,348.0,9849.0,89.79,1239.75,712.0,130.0,281.45,24/01/2018 09:00,50.08,47.2875,10.016,359.42
473.3,9,432.99,43.92,2125.0,2693.0,146.0,1060.66,7731.2,2392.77,3636.54,4297.29,57.14,177.0,222.0,9588.0,20.94,1043.83,639.0,185.0,276.76,24/01/2018 10:00,57.14,43.92,11.428,432.99
486.4,9,453.33,41.105,1612.0,2788.0,170.0,1025.89,7377.05,2189.64,3586.73,4062.05,57.21,234.1,419.0,9126.0,10.12,442.53,501.0,148.0,333.64,24/01/2018 11:00,57.21,41.105,11.442,453.33
283.1,9,340.01,64.24,1212.0,2774.0,134.0,1035.45,7123.54,2085.77,3511.1,3977.09,7.15,170.2,476.0,8748.0,0.0,503.25,535.0,109.0,405.33,24/01/2018 12:00,7.15,64.24,1.43,340.01
284.5,29,319.19,77.395,1117.0,2635.0,210.0,1033.02,7248.1,2098.32,3445.4,3996.78,0.0,91.7,406.0,8809.0,17.26,1112.73,604.0,66.0,244.08,24/01/2018 13:00,0.0,77.395,0.0,319.19
303.7,228,324.24,59.07,1218.0,2606.0,504.0,1021.27,7056.22,2170.88,3404.96,3939.59,0.0,78.3,444.0,8817.0,0.0,1221.83,732.0,50.0,208.82,24/01/2018 14:00,0.0,59.07,0.0,324.24
294.1,509,294.5,48.83,1259.0,2628.0,668.0,1046.29,7250.87,2173.31,3427.39,3949.49,0.0,77.9,549.0,8978.0,0.0,1385.53,1486.0,11.0,211.4,24/01/2018 15:00,0.0,48.83,0.0,294.5
360.4,718,287.49,64.52,1966.0,2724.0,1060.0,1067.03,7500.73,2170.79,3538.94,4117.89,0.0,92.8,618.0,9066.0,0.84,1587.13,1584.0,0.0,490.43,24/01/2018 16:00,0.0,64.52,0.0,287.49
353.3,745,308.37,53.23,2920.0,3634.0,1044.0,1054.21,7270.72,2079.31,3279.5,3778.33,0.0,175.9,711.0,8909.0,60.44,1694.65,1610.0,0.0,544.55,24/01/2018 17:00,0.0,53.23,0.0,308.37
340.1,562,246.17,57.7875,5192.0,3541.0,766.0,1007.83,6589.17,2023.87,3069.74,3367.48,0.0,185.6,741.0,8192.0,44.16,1435.23,1681.0,0.0,485.22,24/01/2018 18:00,0.0,57.7875,0.0,246.17
212.1,332,179.25,67.2425,5788.0,2950.0,462.0,925.47,6399.88,1837.68,2775.15,3288.62,0.0,212.2,663.0,7721.0,0.83,1310.73,1015.0,9.0,338.26,24/01/2018 19:00,0.0,67.2425,0.0,179.25
194.3,457,106.23,70.9,5073.0,3350.0,100.0,877.78,5837.66,1750.16,2601.9,2975.45,0.0,198.9,421.0,7091.0,12.19,942.8,708.0,22.0,288.31,24/01/2018 20:00,0.0,70.9,0.0,106.23
156.2,250,57.52,86.75,3599.0,3965.0,116.0,885.64,5407.69,1741.86,2450.52,2711.44,0.0,143.8,214.0,6015.0,0.41,741.33,597.0,0.0,299.17,24/01/2018 21:00,0.0,86.75,0.0,57.52
110.8,9,55.27,62.125,2728.0,3284.0,93.0,886.43,4824.44,1833.68,2272.75,2764.16,0.0,107.2,262.0,5373.0,0.0,433.53,398.0,0.0,212.79,24/01/2018 22:00,0.0,62.125,0.0,55.27
110.0,9,46.3,52.735,1933.0,2680.0,41.0,807.27,4519.9,1813.84,2038.42,2623.8,0.0,291.1,184.0,4735.0,0.0,388.38,190.0,0.0,76.46,24/01/2018 23:00,0.0,52.735,0.0,46.3
96.6,9,36.64,53.8475,1487.0,2029.0,48.0,791.16,4249.23,1746.2,1995.01,2544.12,0.0,297.5,194.0,4454.0,0.0,390.2,150.0,0.0,55.23,25/01/2018 00:00,0.0,53.8475,0.0,36.64
84.9,9,36.78,52.7125,875.0,2462.0,42.0,795.86,3886.89,1673.74,2001.95,2344.77,0.0,212.2,204.0,4518.0,0.0,375.88,148.0,0.0,55.17,25/01/2018 01:00,0.0,52.7125,0.0,36.78
89.1,9,36.48,51.3875,825.0,1939.0,32.0,777.89,3372.27,1614.46,1984.11,2196.45,0.0,33.4,204.0,4554.0,0.0,358.9,143.0,0.0,55.13,25/01/2018 02:00,0.0,51.3875,0.0,36.48
93.3,9,41.77,52.95,894.0,2094.0,34.0,765.96,3402.0,1627.9,1979.61,2036.27,0.0,0.2,225.0,5016.0,0.0,323.28,163.0,0.0,55.1,25/01/2018 03:00,0.0,52.95,0.0,41.77
94.0,34,93.38,60.8175,983.0,2203.0,52.0,881.78,3888.53,1782.95,2143.43,2330.9,0.0,23.0,209.0,6038.0,0.0,456.65,207.0,0.0,66.21,25/01/2018 04:00,0.0,60.8175,0.0,93.38
262.2,450,215.3,71.3275,1484.0,2855.0,379.0,961.56,5606.93,1883.87,2519.52,3177.2,0.0,32.8,374.0,8070.0,0.0,1488.4,656.0,5.0,160.03,25/01/2018 05:00,0.0,71.3275,0.0,215.3
470.2,571,358.75,73.82,2029.0,3433.0,621.0,1159.71,7433.6,2349.69,3625.09,4043.31,0.0,32.6,437.0,9492.0,0.69,2106.4,1165.0,127.0,363.5,25/01/2018 06:00,0.0,73.82,0.0,358.75
773.0,528,391.59,87.865,2754.0,3022.0,832.0,1161.56,7839.87,2372.0,3779.31,4397.85,0.0,128.1,468.0,9893.0,50.56,2192.05,1423.0,314.0,435.59,25/01/2018 07:00,0.0,87.865,0.0,391.59
867.8,83,352.35,91.235,2958.0,3270.0,628.0,1150.45,7753.27,2317.55,3760.07,4442.73,0.0,146.7,407.0,9884.0,48.72,1943.45,1374.0,292.0,405.78,25/01/2018 08:00,0.0,91.235,0.0,352.35
828.8,9,356.58,69.8675,2970.0,3313.0,328.0,1119.08,7690.66,2271.14,3733.95,4356.93,0.0,206.1,308.0,9736.0,0.75,1720.45,1040.0,305.0,268.38,25/01/2018 09:00,0.0,69.8675,0.0,356.58
682.9,9,353.07,60.78,2482.0,3773.0,207.0,1105.87,7640.6,2235.98,3710.65,4198.76,0.0,496.0,295.0,9628.0,0.0,1535.58,868.0,289.0,261.07,25/01/2018 10:00,0.0,60.78,0.0,353.07
714.8,9,225.09,80.485,2209.0,4219.0,154.0,1094.75,7874.05,2238.28,3674.03,4032.36,0.0,366.5,251.0,9559.0,3.87,1265.83,636.0,303.0,247.12,25/01/2018 11:00,0.0,80.485,0.0,225.09
845.5,9,222.91,99.4775,1819.0,3800.0,87.0,1095.15,7854.77,2269.97,3721.0,3998.47,0.0,275.1,294.0,9545.0,3.12,1514.23,627.0,250.0,264.75,25/01/2018 12:00,0.0,99.4775,0.0,222.91
1239.7,49,318.96,101.11,1569.0,3566.0,106.0,1109.54,7963.19,2291.7,3738.65,4208.74,0.0,99.0,375.0,9577.0,5.56,1689.23,612.0,200.0,338.65,25/01/2018 13:00,0.0,101.11,0.0,318.96
1354.5,181,359.68,120.945,1784.0,3674.0,205.0,1161.68,7905.4,2430.41,3812.9,4543.87,0.0,88.8,407.0,9644.0,11.93,1671.98,823.0,222.0,357.7,25/01/2018 14:00,0.0,120.945,0.0,359.68
1222.9,523,414.03,97.83,1871.0,3902.0,711.0,1255.85,8131.35,2629.52,3836.27,5224.97,50.06,80.0,457.0,10371.0,21.13,1957.33,1171.0,224.0,411.1,25/01/2018 15:00,50.06,97.83,10.012,414.03
1390.6,658,552.36,120.595,2213.0,4124.0,1367.0,1285.32,8307.8,2847.99,3841.8,5451.61,57.21,70.2,470.0,10904.0,40.34,2569.93,1422.0,278.0,800.54,25/01/2018 16:00,57.21,120.595,11.442,552.36
1401.8,794,587.22,120.645,2883.0,4412.0,1425.0,1287.55,8116.06,2833.6,3808.46,5411.02,32.03,150.0,476.0,10885.0,93.77,2605.25,1370.0,318.0,762.45,25/01/2018 17:00,32.03,120.645,6.406,587.22
1017.9,609,422.97,54.03,3824.0,4509.0,1219.0,1276.13,8073.8,2700.88,3763.89,5147.61,28.38,169.6,611.0,10571.0,77.3,2183.7,1358.0,321.0,571.76,25/01/2018 18:00,28.38,54.03,5.676,422.97
784.4,353,367.44,63.8025,4059.0,3782.0,484.0,1275.15,8042.6,2502.66,3763.22,4779.78,28.4,186.6,512.0,9893.0,73.25,679.35,1122.0,318.0,312.87,25/01/2018 19:00,28.4,63.8025,5.68,367.44
435.6,350,274.97,49.58,3637.0,3326.0,85.0,1207.13,7970.12,2412.5,3731.17,4533.89,3.55,180.9,344.0,9129.0,0.77,481.98,589.0,269.0,313.77,25/01/2018 20:00,3.55,49.58,0.71,274.97
413.8,301,198.76,71.4825,2859.0,3427.0,56.0,1140.97,7447.4,2162.68,3488.16,3942.79,0.0,70.9,279.0,8401.0,0.0,510.33,253.0,226.0,273.51,25/01/2018 21:00,0.0,71.4825,0.0,198.76
306.4,9,196.84,58.54,1904.0,3370.0,38.0,1100.7,7041.92,2054.92,3103.14,3694.12,0.0,1.0,330.0,7965.0,0.0,402.78,243.0,133.0,201.91,25/01/2018 22:00,0.0,58.54,0.0,196.84
269.3,9,290.5,63.7275,840.0,2832.0,25.0,1164.4,7093.78,2219.62,3104.55,3574.08,0.0,0.2,438.0,6872.0,0.0,321.08,145.0,224.0,196.28,25/01/2018 23:00,0.0,63.7275,0.0,290.5
367.1,9,212.69,66.3525,1126.0,2540.0,25.0,1247.84,6914.72,2346.65,2993.49,3435.6,0.0,0.2,394.0,6707.0,0.0,235.13,134.0,197.0,209.59,26/01/2018 00:00,0.0,66.3525,0.0,212.69
263.4,9,205.17,56.9925,986.0,2353.0,25.0,1251.73,6771.52,2391.65,2977.24,3426.19,0.0,0.2,356.0,6629.0,0.0,272.35,133.0,65.0,186.64,26/01/2018 01:00,0.0,56.9925,0.0,205.17
225.9,9,204.13,64.3825,1038.0,2488.0,25.0,1259.42,6983.99,2431.55,3043.79,3500.39,0.0,0.2,377.0,6671.0,0.0,276.55,148.0,0.0,238.56,26/01/2018 02:00,0.0,64.3825,0.0,204.13
299.6,9,280.18,65.2925,918.0,2527.0,25.0,1299.23,7388.29,2484.55,3193.26,3689.72,0.0,0.2,419.0,7324.0,0.0,266.9,252.0,0.0,227.53,26/01/2018 03:00,0.0,65.2925,0.0,280.18
338.5,88,328.61,65.0325,707.0,2711.0,92.0,1317.87,7611.36,2561.65,3456.13,4225.86,0.0,0.2,433.0,8325.0,0.0,340.45,296.0,0.0,198.84,26/01/2018 04:00,0.0,65.0325,0.0,328.61
797.6,349,354.65,104.245,1104.0,3886.0,314.0,1365.56,8138.02,2748.94,3541.97,5062.65,0.0,0.2,332.0,10013.0,51.22,1009.85,556.0,96.0,223.34,26/01/2018 05:00,0.0,104.245,0.0,354.65
1503.8,323,610.5,118.0125,1914.0,4337.0,485.0,1566.99,8418.0,2992.01,3674.04,5991.55,24.85,28.5,326.0,11294.0,2.1,2201.05,1061.0,142.0,405.72,26/01/2018 06:00,24.85,118.0125,4.97,610.5
1533.3,155,617.95,120.7225,2428.0,4566.0,790.0,1623.82,8546.07,3056.3,3736.71,6058.0,28.36,75.9,509.0,11653.0,0.05,2543.75,1150.0,265.0,445.87,26/01/2018 07:00,28.36,120.7225,5.672,617.95
1447.6,9,515.76,120.4625,3174.0,4905.0,309.0,1590.29,8528.48,3047.89,3782.89,5765.04,28.39,93.2,424.0,11681.0,46.69,2492.65,1344.0,269.0,395.15,26/01/2018 08:00,28.39,120.4625,5.678,515.76
1439.7,9,479.36,88.125,2788.0,5043.0,145.0,1595.26,8546.11,3061.58,3739.2,5939.42,28.4,137.6,321.0,11589.0,101.63,2093.7,1624.0,268.0,284.51,26/01/2018 09:00,28.4,88.125,5.68,479.36
1210.2,9,478.69,45.6525,1618.0,4805.0,121.0,1571.14,8482.0,3003.29,3724.24,5755.31,53.54,118.5,459.0,11757.0,91.5,2147.4,1553.0,259.0,279.73,26/01/2018 10:00,53.54,45.6525,10.708,478.69
1119.6,9,361.01,66.525,1537.0,4311.0,138.0,1520.37,8433.16,2940.49,3674.11,5617.93,57.18,185.6,580.0,11639.0,49.95,1787.75,952.0,204.0,281.29,26/01/2018 11:00,57.18,66.525,11.436,361.01
1001.9,9,236.44,67.4975,1342.0,3756.0,115.0,1555.21,8408.31,2906.74,3684.94,5426.02,57.3,338.2,595.0,11541.0,9.82,1592.9,763.0,168.0,265.76,26/01/2018 12:00,57.3,67.4975,11.46,236.44
977.1,9,199.54,77.2375,1528.0,3392.0,247.0,1524.01,8444.87,2906.84,3700.78,5665.73,32.1,292.5,577.0,11552.0,22.87,1162.55,606.0,169.0,252.11,26/01/2018 13:00,32.1,77.2375,6.42,199.54
1134.2,175,221.76,86.645,1234.0,3184.0,324.0,1519.39,8402.97,2908.93,3707.66,5816.02,28.51,217.6,621.0,11537.0,13.44,1209.85,978.0,169.0,256.67,26/01/2018 14:00,28.51,86.645,5.702,221.76
1369.7,527,451.21,104.5125,1044.0,3270.0,477.0,1627.83,8561.46,3020.22,3687.72,6025.84,53.79,57.8,547.0,11532.0,18.05,1585.2,1271.0,169.0,400.39,26/01/2018 15:00,53.79,104.5125,10.758,451.21
1448.2,756,696.95,120.5025,1088.0,3479.0,1420.0,1676.06,8684.72,3151.91,3655.36,6394.67,57.39,130.4,614.0,11830.0,2.11,2315.68,1230.0,219.0,666.94,26/01/2018 16:00,57.39,120.5025,11.478,696.95
1401.3,825,696.83,120.815,1912.0,4628.0,1568.0,1657.3,8423.1,3098.86,3626.15,6207.64,32.09,255.5,655.0,11706.0,81.61,2586.08,1157.0,219.0,654.66,26/01/2018 17:00,32.09,120.815,6.418,696.83
1182.7,665,460.68,76.08,3679.0,4736.0,1241.0,1611.75,8447.63,2969.72,3615.02,6008.61,28.53,373.6,702.0,11527.0,80.41,1786.93,1031.0,214.0,446.53,26/01/2018 18:00,28.53,76.08,5.706,460.68
742.4,431,365.51,55.88,3740.0,4028.0,437.0,1467.48,8249.6,2802.95,3570.44,5665.8,28.53,445.4,580.0,10794.0,46.64,613.63,892.0,192.0,307.9,26/01/2018 19:00,28.53,55.88,5.706,365.51
319.9,431,306.34,46.5875,3188.0,3058.0,213.0,1408.86,8212.33,2739.84,3615.1,5178.83,28.55,413.5,348.0,10545.0,0.74,380.45,484.0,105.0,301.69,26/01/2018 20:00,28.55,46.5875,5.71,306.34
329.4,403,294.56,76.9125,1740.0,2900.0,143.0,1425.7,8067.63,2602.96,3573.77,4790.9,3.56,313.0,327.0,9725.0,0.265,674.18,364.0,40.0,258.89,26/01/2018 21:00,3.56,76.9125,0.712,294.56
245.4,9,243.45,63.36,1267.0,3146.0,110.0,1413.86,7909.49,2567.58,3499.41,4243.19,0.0,151.8,180.0,8622.0,0.0,378.98,232.0,106.0,182.65,26/01/2018 22:00,0.0,63.36,0.0,243.45
243.6,9,324.54,53.08,997.0,3131.0,43.0,1505.08,7877.79,2582.28,3488.28,4394.65,0.0,160.8,143.0,7079.0,0.0,410.03,133.0,0.0,126.43,26/01/2018 23:00,0.0,53.08,0.0,324.54
171.4,9,214.51,46.2825,1063.0,2559.0,30.0,1468.64,7803.39,2514.21,3466.12,3845.44,0.0,20.1,139.0,6702.0,0.0,400.5,118.0,0.0,107.29,27/01/2018 00:00,0.0,46.2825,0.0,214.51
156.9,9,115.26,46.9875,760.0,2450.0,29.0,1433.98,7735.52,2468.62,3393.38,3580.78,0.0,3.3,137.0,6624.0,0.0,361.68,117.0,0.0,111.37,27/01/2018 01:00,0.0,46.9875,0.0,115.26
216.5,9,113.42,47.5825,1000.0,2357.0,30.0,1432.42,7745.16,2468.44,3387.13,3572.11,0.0,3.3,137.0,6659.0,0.0,379.55,129.0,0.0,113.68,27/01/2018 02:00,0.0,47.5825,0.0,113.42
202.5,9,113.41,49.91,660.0,2277.0,31.0,1458.94,7812.89,2504.12,3445.88,3822.61,0.0,3.3,159.0,6663.0,0.0,349.85,135.0,0.0,112.97,27/01/2018 03:00,0.0,49.91,0.0,113.41
171.8,9,126.58,43.8025,669.0,2336.0,62.0,1548.25,7878.42,2562.03,3444.21,4348.79,0.0,4.0,73.0,6955.0,0.0,364.43,164.0,0.0,123.21,27/01/2018 04:00,0.0,43.8025,0.0,126.58
248.5,9,124.96,48.9875,784.0,2560.0,227.0,1544.97,7980.37,2603.97,3467.22,4439.28,0.0,4.4,87.0,8863.0,0.0,391.58,231.0,0.0,198.55,27/01/2018 05:00,0.0,48.9875,0.0,124.96
555.5,209,308.03,78.43,1095.0,3026.0,324.0,1572.92,8098.53,2630.23,3547.1,4640.69,0.0,51.8,104.0,9601.0,0.0,485.93,485.0,0.0,221.35,27/01/2018 06:00,0.0,78.43,0.0,308.03
683.0,258,695.29,87.4775,1293.0,3756.0,545.0,1619.28,8242.37,2713.51,3559.13,5169.36,0.0,117.3,119.0,10387.0,0.0,795.0,596.0,26.0,293.43,27/01/2018 07:00,0.0,87.4775,0.0,695.29
689.7,97,702.36,74.6125,1544.0,4260.0,394.0,1607.14,8284.71,2826.51,3620.01,5675.57,0.0,107.8,242.0,10988.0,13.95,1049.9,543.0,40.0,305.94,27/01/2018 08:00,0.0,74.6125,0.0,702.36
669.1,9,538.79,68.1,2171.0,4287.0,197.0,1615.37,8396.44,2909.66,3694.93,5964.14,0.0,133.3,199.0,11246.0,61.39,980.43,470.0,56.0,295.38,27/01/2018 09:00,0.0,68.1,0.0,538.79
663.4,9,524.88,81.885,1602.0,4192.0,47.0,1600.23,8364.82,2890.25,3657.36,5884.31,50.18,110.8,149.0,11231.0,76.91,807.68,307.0,34.0,291.49,27/01/2018 10:00,50.18,81.885,10.036,524.88
449.8,9,415.67,93.58,1252.0,3794.0,48.0,1585.23,8215.72,2921.43,3629.11,5580.21,57.35,29.1,143.0,10963.0,36.28,779.38,253.0,0.0,269.37,27/01/2018 11:00,57.35,93.58,11.47,415.67
270.1,9,319.32,94.31,1126.0,3339.0,26.0,1570.16,8119.98,2758.13,3637.96,5283.58,57.31,254.1,145.0,10597.0,41.19,669.63,254.0,0.0,259.54,27/01/2018 12:00,57.31,94.31,11.462,319.32
177.3,39,272.42,49.175,1301.0,2911.0,26.0,1562.67,8101.75,2432.02,3684.06,4972.14,7.16,200.2,187.0,10371.0,0.58,529.63,259.0,0.0,251.77,27/01/2018 13:00,7.16,49.175,1.432,272.42
216.0,161,271.47,54.7125,1441.0,2966.0,170.0,1581.05,8142.76,2476.52,3722.24,4922.25,0.0,12.8,209.0,10315.0,0.0,678.28,264.0,0.0,251.1,27/01/2018 14:00,0.0,54.7125,0.0,271.47
268.5,551,553.98,55.455,1286.0,3208.0,571.0,1632.29,8255.51,2717.64,3720.35,5147.04,50.13,12.2,284.0,10378.0,0.0,851.18,361.0,0.0,256.12,27/01/2018 15:00,50.13,55.455,10.026,553.98
455.1,674,547.14,49.655,1172.0,3282.0,1162.0,1637.26,8163.75,2948.46,3673.16,5438.46,57.23,144.6,446.0,10865.0,25.28,1910.4,713.0,0.0,269.91,27/01/2018 16:00,57.23,49.655,11.446,547.14
436.6,665,440.31,75.32,1888.0,3829.0,1219.0,1574.28,7961.4,2703.93,3690.04,4841.74,57.19,94.9,486.0,10477.0,32.6,1869.65,757.0,0.0,270.64,27/01/2018 17:00,57.19,75.32,11.438,440.31
297.4,560,376.2,66.0725,3160.0,3386.0,987.0,1458.49,7696.81,2483.06,3634.99,4275.75,7.14,117.4,376.0,9671.0,25.73,1342.35,688.0,0.0,267.03,27/01/2018 18:00,7.14,66.0725,1.428,376.2
